Municipio;Cod_Municipio;Provincia;Cod_Provincia;Cod_INE;Población;Mancomunidades;Entidades Locales Menores;Comarca;Longitud;Latitud;CoordenadaX;CoordenadaY;Posición;presencia_de_comercio
LA BASTIDA;45;SALAMANCA;37;37045;32;LAS DEHESAS;;;-6.058531;40.585154;241147.74;4497204.01;40.58515399906771,-6.0585309999999994;0
LA FREGENEDA;132;SALAMANCA;37;37132;315;COMARCA DEL ABADENGO;;;-6.866298;40.988114;174745.18;4544641.37;40.98811399906579,-6.8662980000000005;0
LA MATA DE LEDESMA;186;SALAMANCA;37;37186;85;COMARCA DE LEDESMA;;;-5.970747;41.000382;250141.26;4543051.14;41.000381999065716,-5.970746999999999;0
LAGUNILLA;168;SALAMANCA;37;37168;447;RUTA DE LA PLATA;;;-5.971469;40.325143;247544.84;4468084.33;40.32514299906904,-5.971469;0
LUMBRALES;173;SALAMANCA;37;37173;1550;COMARCA DEL ABADENGO;;;-6.719245;40.935006;186867.26;4538206.19;40.93500599906602,-6.719245;0
MACOTERA;174;SALAMANCA;37;37174;1001;MARGAÑÁN;;;-5.285467;40.830799;307290.52;4522488.17;40.83079899906651,-5.285467;0
MIRANDA DEL CASTAÑAR;193;SALAMANCA;37;37193;382;SIERRA DE FRANCIA;;;-6.001082;40.484767;245630.77;4485891.16;40.48476699906821,-6.001082;0
NAVALMORAL DE BÉJAR;217;SALAMANCA;37;37217;58;EMBALSE DE BÉJAR,RUTA DE LA PLATA;;;-5.782528;40.422504;263939.66;4478371.14;40.42250399906853,-5.782528;0
PAJARES DE LA LAGUNA;225;SALAMANCA;37;37225;104;LA ARMUÑA;;;-5.509109;41.087925;289251.5;4551551.41;41.08792499906533,-5.5091090000000005;0
PARADA DE RUBIALES;231;SALAMANCA;37;37231;257;LA ARMUÑA;;;-5.436624;41.147576;295525.61;4558001.45;41.14757599906507,-5.436624;0
PELABRAVO;240;SALAMANCA;37;37240;1225;DEL AZUD;;;-5.578731;40.935942;282904.4;4534848.27;40.935941999066024,-5.578731000000001;0
PEÑARANDILLA;247;SALAMANCA;37;37247;175;TIERRAS DEL TORMES;;;-5.393448;40.883392;298344.48;4528570.24;40.88339199906626,-5.3934479999999985;0
PUEBLA DE SAN MEDEL;259;SALAMANCA;37;37259;37;EMBALSE DE BÉJAR,ENTRESIERRAS;;;-5.737277;40.511209;268084.62;4488099.09;40.511208999068074,-5.737277;0
ROBLIZA DE COJOS;270;SALAMANCA;37;37270;198;LAS DEHESAS;;;-5.976851;40.867826;249126.38;4528351.01;40.86782599906634,-5.976850999999999;0
SALVATIERRA DE TORMES;277;SALAMANCA;37;37277;76;GUIJUELO Y SU ENTORNO COMARCAL,PANTANO DE SANTA TERESA;;;-5.599763;40.590482;279996.59;4496547.11;40.590481999067684,-5.599762999999999;0
SAN MUÑOZ;289;SALAMANCA;37;37289;209;LAS DEHESAS;;;-6.126842;40.78319;236148.52;4519394.87;40.783189999066735,-6.126841999999999;0
SANCHÓN DE LA RIBERA;280;SALAMANCA;37;37280;79;VITIGUDINO;;;-6.413205;41.087792;213302.07;4554118.72;41.08779199906533,-6.413204999999999;0
SANCHOTELLO;282;SALAMANCA;37;37282;231;EMBALSE DE BÉJAR,RUTA DE LA PLATA;;;-5.752736;40.436162;266514.65;4479808.13;40.43616199906847,-5.752736;0
SANCTI-SPÍRITUS;279;SALAMANCA;37;37279;775;RIBERAS DEL AGUEDA, YELTES Y AGADON;;;-6.400728;40.7064;212702.72;4511729.67;40.706399999067116,-6.400728;0
CABEZAS DE ALAMBRE;42;ÁVILA;05;05042;160;COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-4.840579;40.943158;345067.79;4534078.16;40.94315799906599,-4.840579000000001;0
GOTARRENDURA;87;ÁVILA;05;05087;169;COMARCA DE LA MORAÑA,RIBERA DEL ADAJA;;;-4.739094;40.827136;353354.72;4521023.05;40.827135999066535,-4.739094;0
GUISANDO;89;ÁVILA;05;05089;522;BAJO TIETAR,LOS GALAYOS;;;-5.140112;40.221963;317906.39;4454590.04;40.2219629990696,-5.140112;0
HERNANSANCHO;92;ÁVILA;05;05092;156;COMARCA DE LA MORAÑA,PUEBLOS DE LA MORAÑA,RIBERA DEL ADAJA;;;-4.730337;40.857489;354159.76;4524378.05;40.85748899906639,-4.730337;0
HOYOS DE MIGUEL MUÑOZ;106;ÁVILA;05;05106;26;COMARCA DE GREDOS;;;-5.066902;40.393433;324580.41;4473476.82;40.393432999068686,-5.066902;0
HOYOS DEL COLLADO;104;ÁVILA;05;05104;31;COMARCA DE GREDOS;;;-5.199375;40.358702;313240.54;4469892.71;40.35870199906887,-5.199375000000001;0
JUNCIANA;108;ÁVILA;05;05108;40;BARCO Y PIEDRAHÍTA;;;-5.557415;40.411024;283002.68;4476519.1;40.41102399906858,-5.557414999999999;0
LA ALDEHUELA;10;ÁVILA;05;05010;147;BARCO Y PIEDRAHÍTA;;;-5.40843;40.409487;295640.69;4475993.03;40.4094869990686,-5.408430000000001;0
LA HIJA DE DIOS;96;ÁVILA;05;05096;80;VALLE DE AMBLÉS;;;-4.972665;40.533872;332927.42;4488884.06;40.53387199906796,-4.972665;0
LA TORRE;247;ÁVILA;05;05247;219;VALLE DE AMBLÉS;BALBARDA,BLACHA;;-4.964783;40.588577;333730.45;4494942.1;40.58857699906769,-4.964782999999998;0
LAS BERLANAS;27;ÁVILA;05;05027;334;COMARCA DE LA MORAÑA,PUEBLOS DE LA MORAÑA,RIBERA DEL ADAJA;;;-4.761169;40.803561;351440.68;4518443.06;40.80356099906663,-4.761169;0
MARTÍNEZ;122;ÁVILA;05;05122;111;SIERRA DE ÁVILA;;;-5.34692;40.630813;301514.65;4500423.01;40.63081299906748,-5.346919999999999;0
MIRONCILLO;130;ÁVILA;05;05130;105;VALLE DE AMBLÉS;;;-4.825349;40.554959;345453.38;4490956.09;40.55495899906786,-4.825348999999999;0
NARRILLOS DEL ÁLAMO;144;ÁVILA;05;05144;71;SIERRA DE ÁVILA;;;-5.466694;40.567055;291185.65;4493622.11;40.56705499906779,-5.466694;0
NARROS DE SALDUEÑA;149;ÁVILA;05;05149;106;COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-4.869506;40.874873;342470.69;4526549.14;40.874872999066305,-4.869506;0
NAVACEPEDILLA DE CORNEJA;151;ÁVILA;05;05151;91;BARCO Y PIEDRAHÍTA;;;-5.18435;40.485839;314865.58;4483974.72;40.48583899906821,-5.18435;0
NAVAESCURIAL;155;ÁVILA;05;05155;46;BARCO Y PIEDRAHÍTA;;;-5.276775;40.471606;306990.64;4482592.79;40.47160599906828,-5.276775;0
NAVALMORAL;158;ÁVILA;05;05158;340;ALBERCHE;;;-4.763238;40.459867;350501.26;4480293.03;40.459866999068346,-4.763237999999999;0
NAVALUENGA;163;ÁVILA;05;05163;2135;AGUAS DE EL BURGUILLO,SERVICIOS ALBERCHE-BURGUILLO;;;-4.708148;40.412733;355071.21;4474968.99;40.41273299906859,-4.708148;0
NAVATEJARES;170;ÁVILA;05;05170;55;BARCO Y PIEDRAHÍTA;;;-5.530851;40.335782;285017.71;4468101.13;40.33578199906899,-5.530851;0
NIHARRA;172;ÁVILA;05;05172;188;VALLE DE AMBLÉS;;;-4.839461;40.588588;344336.41;4494714.1;40.588587999067684,-4.839461;0
POZANCO;190;ÁVILA;05;05190;49;RIBERA DEL ADAJA;;;-4.669456;40.800005;359169.72;4517897.0;40.80000499906666,-4.669455999999999;0
RIVILLA DE BARAJAS;196;ÁVILA;05;05196;67;COMARCA DE LA MORAÑA,TIERRAS DE MORAÑA;;;-4.987756;40.901297;332572.68;4529702.19;40.90129699906618,-4.987756;0
SAN LORENZO DE TORMES;214;ÁVILA;05;05214;33;BARCO Y PIEDRAHÍTA;;;-5.487407;40.370756;288817.69;4471879.11;40.37075599906879,-5.487406999999999;0
SAN MIGUEL DE SERREZUELA;218;ÁVILA;05;05218;112;SIERRA DE ÁVILA;;;-5.288092;40.670366;306604.62;4504683.01;40.670365999067286,-5.288092;0
SANCHIDRIÁN;204;ÁVILA;05;05204;727;COMARCA DE LA MORAÑA,RIBERA DEL ADAJA;;;-4.581562;40.891981;366768.84;4527969.99;40.89198099906622,-4.581561999999999;0
SANTA CRUZ DE PINARES;222;ÁVILA;05;05222;162;AGUAS PRESA DE SANTA CRUZ DE PINARES,CASAGRANDE,PINARES DE AVILA;;;-4.579379;40.542215;366254.41;4489138.97;40.542214999067916,-4.579378999999999;0
SANTA MARÍA DEL ARROYO;224;ÁVILA;05;05224;105;VALLE DE AMBLÉS;;;-4.924298;40.604132;337194.44;4496593.12;40.60413199906761,-4.924297999999999;0
SOTILLO DE LA ADRADA;240;ÁVILA;05;05240;4721;ALTO TIÉTAR,CAÑADA REAL;;;-4.580612;40.292542;365654.18;4461425.9;40.292541999069215,-4.580612;0
TOLBAÑOS;243;ÁVILA;05;05243;76;RIBERA DEL ADAJA;;;-4.581197;40.751776;366518.69;4512404.97;40.751775999066886,-4.581197;0
TÓRTOLES;246;ÁVILA;05;05246;47;BARCO Y PIEDRAHÍTA;;;-5.259242;40.561768;308733.64;4492563.86;40.56176799906782,-5.2592419999999995;0
VILLATORO;263;ÁVILA;05;05263;159;VALLE DE AMBLÉS;;;-5.110942;40.555342;321272.52;4491538.89;40.55534199906785,-5.110941999999999;0
ZAPARDIEL DE LA CAÑADA;266;ÁVILA;05;05266;85;SIERRA DE ÁVILA;;;-5.339833;40.605951;302040.67;4497646.98;40.605950999067595,-5.339833;0
ZAPARDIEL DE LA RIBERA;267;ÁVILA;05;05267;100;SIERRA DE GREDOS-CENTRAL;;;-5.327859;40.354693;302317.65;4469726.93;40.35469299906889,-5.327859000000001;0
ABAJAS;1;BURGOS;09;09001;29;;;;-3.581763;42.623249;452292.7;4719142.67;42.62324899905988,-3.5817629999999996;0
ADRADA DE HAZA;3;BURGOS;09;09003;197;RIBERA DEL DUERO-COMARCA DE ROA;;;-3.823097;41.594223;431401.45;4605051.95;41.594222999063234,-3.823097;0
ALBILLOS;9;BURGOS;09;09009;221;CAMPOS DE MUÑÓ,RIBERA DEL RIO AUSIN Y ZONA DE SAN PEDRO DE CARDEÑA;;;-3.791095;42.276171;434767.27;4680742.83;42.276170999060874,-3.7910949999999994;0
ALFOZ DE SANTA GADEA;12;BURGOS;09;09012;105;NOROESTE DE BURGOS;HIGON,QUINTANILLA SANTA GADEA,SANTA GADEA DE ALFOZ;;-3.952068;42.955776;422342.63;4756343.49;42.95577599905905,-3.952068;0
BUNIEL;58;BURGOS;09;09058;605;CAMPOS DE MUÑÓ,PUEBLOS DE LA VECINDAD DE BURGOS;;;-3.821557;42.31063;432292.28;4684592.84;42.31062999906079,-3.821556999999999;0
CABEZÓN DE LA SIERRA;62;BURGOS;09;09062;40;ALFOZ DE LARA;;;-3.241174;41.934914;480006.17;4642577.92;41.93491399906199,-3.241174;0
CAMPILLO DE ARANDA;65;BURGOS;09;09065;169;VALLE DEL RIO RIAZA;;;-3.731552;41.610745;439046.61;4606817.62;41.61074499906317,-3.7315519999999998;0
CASTRILLO DEL VAL;86;BURGOS;09;09086;814;RIBERA DEL RIO AUSIN Y ZONA DE SAN PEDRO DE CARDEÑA;;;-3.584971;42.31343;451792.44;4684742.61;42.31342999906076,-3.5849710000000004;0
CASTRILLO MOTA DE JUDÍOS;90;BURGOS;09;09090;49;PEÑA AMAYA;;;-4.172776;42.307578;403342.0;4684593.14;42.30757799906078,-4.172776;0
CAVIA;63;BURGOS;09;09063;248;CAMPOS DE MUÑÓ,RIBERA DEL RIO AUSIN Y ZONA DE SAN PEDRO DE CARDEÑA;;;-3.844237;42.282547;430392.25;4681492.86;42.282546999060855,-3.8442369999999997;0
CAYUELA;93;BURGOS;09;09093;190;CAMPOS DE MUÑÓ,RIBERA DEL RIO AUSIN Y ZONA DE SAN PEDRO DE CARDEÑA;VILLAMIEL DE MUÑÓ;;-3.819544;42.272369;432417.26;4680342.86;42.2723689990609,-3.8195440000000005;0
CILLERUELO DE ARRIBA;104;BURGOS;09;09104;41;LA YECLA;;;-3.661674;41.904822;445120.04;4639420.42;41.9048219990621,-3.6616740000000005;0
CIRUELOS DE CERVERA;105;BURGOS;09;09105;104;LA YECLA;BRIONGOS DE CERVERA;;-3.52891;41.906957;456133.09;4639581.09;41.90695699906208,-3.5289100000000007;0
COGOLLOS;108;BURGOS;09;09108;592;RIBERA DEL RIO AUSIN Y ZONA DE SAN PEDRO DE CARDEÑA;;;-3.699014;42.201566;442292.26;4672392.76;42.20156599906112,-3.699014;0
CONTRERAS;110;BURGOS;09;09110;81;ALFOZ DE LARA;;;-3.409242;42.018329;466117.24;4651892.25;42.01832899906171,-3.409242;0
CUBO DE BUREBA;115;BURGOS;09;09115;105;DESFILADERO Y BUREBA;;;-3.207594;42.640333;482981.01;4720896.51;42.64033299905983,-3.2075939999999994;0
FRESNEÑA;130;BURGOS;09;09130;69;LA RIOJILLA BURGALESA,OCA-TIRÓN;FRESNEÑA,VILLAMAYOR DEL RÍO;;-3.134692;42.414131;488917.72;4695767.21;42.41413099906046,-3.1346920000000003;0
FRESNILLO DE LAS DUEÑAS;131;BURGOS;09;09131;695;RIO ARANDILLA;;;-3.644482;41.647427;446331.76;4610832.22;41.64742699906303,-3.644482;0
FRESNO DE RÍO TIRÓN;132;BURGOS;09;09132;178;OCA-TIRÓN;;;-3.175839;42.459782;485542.75;4700842.3;42.459781999060326,-3.175839;0
FRESNO DE RODILLA;133;BURGOS;09;09133;46;ENCUENTRO DE CAMINOS: SIERRA DE ATAPUERCA,CAMINO DE SANTIAGO Y VÍA ROMANA,RIOS ARLANZON Y VENA,TIERRAS DEL CID;;;-3.483545;42.418823;460217.59;4696392.56;42.41882299906045,-3.483545;0
FRÍAS;134;BURGOS;09;09134;270;COMARCA DEL EBRO-NELA,RAÍCES DE CASTILLA;;;-3.293395;42.760785;475993.25;4734292.64;42.76078499905952,-3.293395;0
MIRANDA DE EBRO;219;BURGOS;09;09219;35528;;AYUELAS,GUINICIO,IRCIO,MONTAÑANA,ORON,SUZANA;;-2.952396;42.680521;503900.19;4725339.26;42.68052099905973,-2.952396;0
NAVA DE ROA;229;BURGOS;09;09229;206;RIBERA DEL DUERO-COMARCA DE ROA;;;-3.963636;41.612643;419711.32;4607218.31;41.61264299906316,-3.9636359999999997;0
OLMEDILLO DE ROA;235;BURGOS;09;09235;190;RIBERA DEL DUERO-COMARCA DE ROA,RUTA DEL VINO-AFLUENTE RURAL;;;-3.933638;41.783569;422416.51;4626167.79;41.78356899906253,-3.933638;0
OLMILLOS DE MUÑÓ;236;BURGOS;09;09236;36;BAJO ARLANZA,CAMPOS DE MUÑÓ;;;-3.940072;42.202323;422392.24;4672668.0;42.20232299906111,-3.940071999999999;0
PADRONES DE BUREBA;244;BURGOS;09;09244;45;OÑA-BUREBA-CADERECHAS-VALDIVIELSO (OBURCAVAL);;;-3.532461;42.70499;456392.89;4728192.71;42.70498999905966,-3.532460999999999;0
PALAZUELOS DE LA SIERRA;248;BURGOS;09;09248;87;COMARCA DEL ARLANZÓN;;;-3.459561;42.21313;462067.44;4673542.48;42.213129999061074,-3.4595610000000003;0
PEDROSA DE DUERO;256;BURGOS;09;09256;485;RIBERA DEL DUERO-COMARCA DE ROA,RUTA DEL VINO-AFLUENTE RURAL;BOADA DE ROA,GUZMÁN,QUINTANAMANVIRGO,VALCABADO DE ROA;;-3.988208;41.712635;417791.31;4618343.02;41.71263499906278,-3.988208000000001;0
PEDROSA DE RÍO ÚRBEL;259;BURGOS;09;09259;252;TIERRAS DEL CID;LODOSO,SAN PEDRO SAMUEL;;-3.821361;42.410283;432415.33;4695657.81;42.41028299906048,-3.821361;0
PEDROSA DEL PÁRAMO;257;BURGOS;09;09257;84;PEÑA AMAYA;;;-3.976085;42.439456;419721.23;4699031.91;42.43945599906039,-3.9760849999999994;0
PEDROSA DEL PRÍNCIPE;258;BURGOS;09;09258;165;PEÑA AMAYA;;;-4.198337;42.247876;401141.99;4677993.31;42.24787599906096,-4.198337;0
PEÑARANDA DE DUERO;261;BURGOS;09;09261;511;RIO ARANDILLA;;;-3.479138;41.688537;460125.99;4615306.68;41.688536999062876,-3.4791380000000003;0
PIÉRNIGAS;265;BURGOS;09;09265;37;;;;-3.41326;42.590209;466092.83;4715392.63;42.59020899905997,-3.4132600000000006;0
PINILLA DE LOS BARRUECOS;268;BURGOS;09;09268;99;;;;-3.304483;41.918199;474751.18;4640738.89;41.91819899906206,-3.304483;0
PRADOLUENGO;274;BURGOS;09;09274;1120;SIERRA DE LA DEMANDA;GARGANCHON;;-3.20034;42.32375;483492.64;4685742.26;42.32374999906073,-3.20034;0
PRESENCIO;275;BURGOS;09;09275;190;BAJO ARLANZA,CAMPOS DE MUÑÓ;;;-3.902904;42.186635;425442.25;4670892.97;42.186634999061155,-3.9029039999999995;0
QUINTANAÉLEZ;283;BURGOS;09;09283;43;;MARCILLO;;-3.299072;42.669814;475493.04;4724192.61;42.66981399905975,-3.299071999999999;0
QUINTANAVIDES;292;BURGOS;09;09292;74;;;;-3.424257;42.478929;465128.68;4703040.55;42.47892899906027,-3.424257;0
QUINTANILLA DEL COCO;295;BURGOS;09;09295;50;LA YECLA;CASTROCENIZA;;-3.515754;41.978721;457272.17;4647542.26;41.97872099906184,-3.5157540000000003;0
QUINTANILLA VIVAR;301;BURGOS;09;09301;872;TIERRAS DEL CID;VIVAR DEL CID;;-3.684864;42.412061;443648.43;4695755.69;42.41206099906047,-3.684864;0
REDECILLA DEL CAMPO;308;BURGOS;09;09308;63;LA RIOJILLA BURGALESA;QUINTANILLA DEL MONTE EN RIOJA,SOTILLO DE RIOJA;;-3.113821;42.466164;490642.75;4701542.22;42.466163999060306,-3.113821;0
REGUMIEL DE LA SIERRA;309;BURGOS;09;09309;336;ALTA SIERRA DE PINARES;;;-2.985016;41.95799;501241.73;4645112.0;41.957989999061915,-2.985016;0
REINOSO;310;BURGOS;09;09310;15;;;;-3.384181;42.508835;468437.72;4706345.56;42.50883499906019,-3.3841809999999994;0
RIOCAVADO DE LA SIERRA;318;BURGOS;09;09318;57;ALFOZ DE LARA,CAMINO NATURAL VÍA VERDE DE LA SIERRA DE LA DEMANDA;;;-3.197992;42.153986;483642.39;4666892.3;42.153985999061256,-3.1979919999999997;0
ALCUBILLA DE NOGALES;4;ZAMORA;49;49004;117;ORBIGO-ERIA;;;-5.921889;42.127753;258490.03;4668093.3;42.12775299906134,-5.921889;0
ARCENILLAS;10;ZAMORA;49;49010;429;TIERRA DEL VINO,ZAMORA Y ALFOZ;;;-5.686591;41.456807;275610.47;4592953.33;41.456806999063765,-5.686591;0
ARGUJILLO;13;ZAMORA;49;49013;224;LA GUAREÑA;;;-5.587089;41.311744;283440.62;4576593.33;41.31174399906436,-5.587088999999999;0
ARQUILLINOS;14;ZAMORA;49;49014;120;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.657693;41.710013;278890.47;4620993.44;41.7100129990628,-5.657692999999999;0
ARRABALDE;15;ZAMORA;49;49015;218;ORBIGO-ERIA;;;-5.893165;42.107994;260790.07;4665818.28;42.10799399906141,-5.893164999999999;0
AYOÓ DE VIDRIALES;18;ZAMORA;49;49018;287;VALLE DEL TERA;;;-6.065707;42.130067;246610.85;4668767.29;42.130066999061334,-6.065707000000001;0
BARCIAL DEL BARCO;19;ZAMORA;49;49019;241;ETAP BENAVENTE Y LOS VALLES,SERVICIOS DEL VALLE DEL ESLA;;;-5.663948;41.933662;279140.5;4645843.29;41.933661999062,-5.663948000000001;0
BELVER DE LOS MONTES;20;ZAMORA;49;49020;263;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.452048;41.722693;296040.74;4621893.42;41.722692999062744,-5.452048;0
BURGANES DE VALVERDE;29;ZAMORA;49;49029;639;ETAP BENAVENTE Y LOS VALLES,VALVERDE;;;-5.782226;41.921624;269290.27;4644818.29;41.921623999062035,-5.782226;0
CABAÑAS DE SAYAGO;31;ZAMORA;49;49031;152;TIERRA DEL VINO;;;-5.791677;41.333304;266390.45;4579518.33;41.33330399906428,-5.791676999999999;0
CASASECA DE CAMPEAN;38;ZAMORA;49;49038;103;TIERRA DEL VINO;;;-5.74561;41.374446;270390.47;4583963.33;41.374445999064115,-5.745609999999999;0
CASASECA DE LAS CHANAS;39;ZAMORA;49;49039;373;TIERRA DEL VINO;;;-5.676507;41.43867;276390.49;4590913.33;41.438669999063855,-5.676507;0
CASTROGONZALO;41;ZAMORA;49;49041;456;ETAP BENAVENTE Y LOS VALLES,SERVICIOS DEL VALLE DEL ESLA;;;-5.602921;41.989997;284390.58;4651943.24;41.989996999061795,-5.602921000000001;0
CASTRONUEVO;42;ZAMORA;49;49042;220;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.543368;41.721607;288440.63;4621993.42;41.72160699906276,-5.543368;0
CAZURRA;44;ZAMORA;49;49044;73;TIERRA DEL VINO;;;-5.703679;41.415698;274040.48;4588433.32;41.415697999063944,-5.703679000000002;0
CERECINOS DEL CARRIZAL;47;ZAMORA;49;49047;112;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.651762;41.682681;279290.46;4617943.43;41.6826809990629,-5.651762;0
CORESES;53;ZAMORA;49;49053;1059;TIERRA DE CAMPOS-PAN-LAMPREANA,ZAMORA Y ALFOZ;;;-5.621692;41.548549;281340.48;4602973.34;41.548548999063414,-5.621692;0
CUBO DE BENAVENTE;57;ZAMORA;49;49057;120;SANABRIA-CARBALLEDA;;;-6.162791;42.123503;238558.76;4668331.33;42.12350299906135,-6.162791;0
EL PERDIGÓN;151;ZAMORA;49;49151;647;HÁBITAT RURAL,TIERRA DEL VINO;;;-5.75455;41.41341;269780.44;4588313.32;41.41340999906396,-5.754549999999999;0
FARIZA;64;ZAMORA;49;49064;489;SAYAGUA;TUDERA;;-6.270811;41.42006;226654.9;4590554.1;41.42005999906393,-6.270810999999999;0
FIGUERUELA DE ARRIBA;69;ZAMORA;49;49069;317;TIERRAS DE ALISTE;;;-6.445423;41.868799;214053.79;4640951.23;41.86879899906222,-6.445422999999999;0
FUENTES DE ROPEL;82;ZAMORA;49;49082;372;ETAP BENAVENTE Y LOS VALLES,SERVICIOS DEL VALLE DEL ESLA;;;-5.54672;42.003416;289090.65;4653293.24;42.003415999061765,-5.54672;0
GALLEGOS DEL PAN;86;ZAMORA;49;49086;109;NORTE-DUERO;;;-5.580577;41.599915;284940.52;4608573.37;41.599914999063216,-5.580577;0
GALLEGOS DEL RIO;87;ZAMORA;49;49087;464;TIERRAS DE ALISTE;;;-6.174306;41.735192;236008.8;4625246.27;41.7351919990627,-6.174306;0
GEMA;90;ZAMORA;49;49090;204;TIERRA DEL VINO;;;-5.648797;41.419497;278640.52;4588713.32;41.41949699906394,-5.648797;0
GRANUCILLO;92;ZAMORA;49;49092;117;VALLE DEL TERA;;;-5.928251;42.050505;257670.02;4659533.27;42.050504999061594,-5.9282509999999995;0
LA BÓVEDA DE TORO;24;ZAMORA;49;49024;692;LA GUAREÑA;;;-5.408458;41.342867;298490.62;4579618.29;41.342866999064235,-5.408458;0
MAYALDE;115;ZAMORA;49;49115;176;TIERRA DEL VINO;;;-5.797714;41.250974;265590.44;4570393.34;41.25097399906462,-5.797714000000001;0
MELGAR DE TERA;116;ZAMORA;49;49116;360;ETAP BENAVENTE Y LOS VALLES,VALLE DEL TERA;;;-6.014163;41.96624;250229.88;4650423.28;41.96623999906189,-6.014163;0
MICERECES DE TERA;117;ZAMORA;49;49117;443;ETAP BENAVENTE Y LOS VALLES,VALLE DEL TERA;AGUILAR DE TERA;;-5.872077;41.989068;262090.11;4652553.27;41.98906799906182,-5.872076999999999;0
MORAL DE SAYAGO;124;ZAMORA;49;49124;259;SAYAGUA;;;-6.100941;41.473095;241064.07;4595920.23;41.47309499906372,-6.100941;0
MORALES DE TORO;129;ZAMORA;49;49129;940;NORTE-DUERO;;;-5.30865;41.53653;307415.63;4600893.27;41.53652999906345,-5.30865;0
MORALINA;131;ZAMORA;49;49131;232;SAYAGUA;;;-6.13612;41.490188;238195.0;4597924.22;41.49018799906365,-6.13612;0
MUGA DE SAYAGO;136;ZAMORA;49;49136;350;SAYAGUA;;;-6.198281;41.3886;232588.0;4586834.14;41.38859999906405,-6.198281;0
NAVIANOS DE VALVERDE;137;ZAMORA;49;49137;176;VALVERDE;;;-5.818595;41.953381;266390.2;4648443.27;41.95338099906193,-5.818595;0
OTERO DE BODAS;139;ZAMORA;49;49139;151;TIERRA DE TABARA;;;-6.14946;41.93748;238899.78;4647633.27;41.93747999906198,-6.1494599999999995;0
PAJARES DE LA LAMPREANA;141;ZAMORA;49;49141;298;HÁBITAT RURAL,TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.696108;41.716097;275715.41;4621768.43;41.71609699906278,-5.696108;0
PEQUE;150;ZAMORA;49;49150;126;SANABRIA-CARBALLEDA;;;-6.275639;42.072832;229013.67;4663056.33;42.07283199906153,-6.275639000000001;0
PERERUELA;152;ZAMORA;49;49152;514;SAYAGUA;;;-5.877754;41.415615;259490.33;4588893.29;41.41561499906395,-5.877754000000001;0
PIEDRAHITA DE CASTRO;155;ZAMORA;49;49155;97;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.728537;41.679982;272890.35;4617843.41;41.679981999062925,-5.728537;0
PINILLA DE TORO;156;ZAMORA;49;49156;205;NORTE-DUERO;;;-5.365317;41.627694;302965.68;4611143.36;41.627693999063105,-5.365316999999999;0
PINO DEL ORO;157;ZAMORA;49;49157;183;TIERRA DEL PAN;;;-6.121489;41.576952;239764.93;4607514.24;41.576951999063304,-6.121489000000001;0
POBLADURA DEL VALLE;159;ZAMORA;49;49159;295;ETAP BENAVENTE Y LOS VALLES,ORBIGO-ERIA;;;-5.734194;42.102439;273915.3;4664768.24;42.10243899906142,-5.734194;0
PUEBLICA DE VALVERDE;167;ZAMORA;49;49167;186;VALVERDE;;;-5.900112;41.917939;259500.06;4644733.29;41.917938999062045,-5.900112;0
QUINTANILLA DE URZ;170;ZAMORA;49;49170;98;ETAP BENAVENTE Y LOS VALLES,VALLE DEL TERA;;;-5.849926;42.033657;264090.14;4657443.26;42.03365699906166,-5.849926;0
QUIRUELAS DE VIDRIALES;171;ZAMORA;49;49171;640;ETAP BENAVENTE Y LOS VALLES,VALLE DEL TERA;;;-5.828654;42.017073;265790.19;4655543.26;42.01707299906171,-5.828654;0
RABANALES;172;ZAMORA;49;49172;499;TIERRAS DE ALISTE;;;-6.277389;41.742732;227466.76;4626405.24;41.74273199906268,-6.277389;0
ROBLEDA-CERVANTES;179;ZAMORA;49;49179;392;SANABRIA-CARBALLEDA;;;-6.593745;42.083598;202744.37;4665310.38;42.08359799906149,-6.593745;0
ROELOS DE SAYAGO;180;ZAMORA;49;49180;143;SAYAGUA;;;-6.171849;41.251955;234243.07;4571580.07;41.25195499906462,-6.171849000000001;0
SAN AGUSTÍN DEL POZO;185;ZAMORA;49;49185;183;HÁBITAT RURAL,RESERVA DE LAS LAGUNAS DE VILLAFAFILA,TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.593888;41.886411;284790.62;4640418.33;41.88641099906216,-5.593888;0
SAN ESTEBAN DEL MOLAR;188;ZAMORA;49;49188;113;TIERRA DE CAMPOS-PAN-LAMPREANA;;;-5.551598;41.936665;288465.69;4645893.28;41.93666499906198,-5.551598;0
SAN MARTÍN DE VALDERADUEY;190;ZAMORA;49;49190;50;RESERVA DE LAS LAGUNAS DE VILLAFAFILA,TIERRA DE CAMPOS;;;-5.471768;41.813682;294690.79;4632043.39;41.81368199906241,-5.471767999999999;0
