Código|Ubicación|Fecha (AAAA-MM-DD)|Precipitación (mm)|ETo (P.Monteith mm)|Temperatura media (ºC)|Temperatura máxima (ºC)|Temperatura mínima (ºC)|Humedad relativa media (%)|Humedad relativa máxima (%)|Humedad relativa mínima (%)|Vel. viento media (m/s)|Dir. viento (º)|Vel. viento máxima (m/s)|Dir. viento racha máxima (º)|Radiación total diaria (MJ/m2)
SA102|EJEME|2021-01-06|0.0|0.65|-3.54|5.29|-10.21|82.9|96.7|48.4|1.4|212.4|5.24|216.8|10.76
SG01|GOMEZSERRACÍN|2021-01-06|0.2|0.47|-3.12|4.6|-9.87|81.9|96.8|52.28|0.93|65.43|4.0|9.93|9.26
SG02|NAVA_DE_LA_ASUNCIÓN|2021-01-06|0.0|0.29|-4.44|4.09|-11.08|97.2|100.0|82.0|0.79|91.6|4.01|30.16|9.19
SO01|ALMAZÁN|2021-01-06|0.0|0.33|-4.17|2.68|-9.39|85.3|95.8|54.96|0.5|186.1|2.66|273.0|8.32
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-01-06|0.0|0.35|-3.87|4.5|-8.81|76.0|87.6|43.48|0.46|119.5|2.44|315.5|8.75
SO03|FUENTECANTOS|2021-01-06|0.0|0.36|-4.66|2.03|-10.28|81.1|94.7|58.59|0.65|127.3|3.2|53.76|6.64
SO101|HINOJOSA_DEL_CAMPO|2021-01-06|0.2|0.45|-3.76|2.13|-8.15|87.0|98.2|62.99|1.23|9.76|5.22|34.89|6.52
VA01|MAYORGA|2021-01-06|0.0|0.4|-1.12|4.81|-4.99|80.7|96.0|50.98|0.88|98.5|2.96|68.43|9.87
VA02|TORRECILLA_DE_LA_ORDEN|2021-01-06|0.0|0.46|-2.76|3.65|-7.6|84.7|95.4|62.62|1.16|31.02|4.62|61.89|8.5
VA03|OLMEDO|2021-01-06|0.0|0.62|-2.34|4.68|-8.49|79.3|95.4|53.28|1.55|82.4|4.51|124.5|9.31
VA05|ENCINAS_DE_ESGUEVA|2021-01-06|0.2|0.4|-3.37|4.62|-8.29|83.1|92.3|55.12|0.65|72.2|3.03|59.54|7.64
VA06|TORDESILLAS|2021-01-06|0.0|0.37|-2.53|5.84|-7.5|83.8|96.5|52.4|0.49|84.4|2.6|149.7|8.13
VA07|VALBUENA_DE_DUERO|2021-01-06|0.0|0.43|-2.28|4.55|-7.82|78.6|89.9|55.57|0.85|93.2|4.05|133.6|9.21
VA08|MEDINA_DE_RIOSECO|2021-01-06|0.21|0.41|-2.15|5.6|-7.39|83.5|97.4|52.57|0.73|52.92|3.41|43.39|8.7
VA102|MEDINA_DEL_CAMPO|2021-01-06|0.0|0.63|-2.49|4.74|-7.62|81.4|94.0|54.99|1.67|255.7|3.93|235.1|10.06
VA103|RUEDA|2021-01-06|0.0|0.46|-1.89|4.36|-6.59|82.9|97.9|54.14|1.03|58.06|3.48|35.23|9.7
VA104|VILLALÃ³N_DE_CAMPOS|2021-01-06|0.0|0.38|-1.25|5.1|-5.63|88.4|100.0|54.03|0.7|54.9|4.03|39.26|7.97
ZA01|COLINAS_DE_TRASMONTE|2021-01-06|0.0|0.31|-2.6|6.19|-7.98|86.3|99.8|51.21|0.41|357.9|2.36|96.2|8.35
ZA02|VILLARALBO|2021-01-06|0.0|0.33|-2.42|4.53|-7.46|89.3|100.0|60.78|0.59|93.0|3.61|28.11|9.41
ZA04|VILLALPANDO|2021-01-06|0.0|0.37|-2.71|4.82|-7.45|86.0|97.6|56.66|0.65|75.7|2.97|54.11|8.3
ZA05|POZUELO_DE_TÁBARA|2021-01-06|0.0|0.32|-3.29|4.4|-8.59|85.6|95.7|61.48|0.56|33.26|3.25|52.48|8.65
ZA06|BARCIAL_DEL_BARCO|2021-01-06|0.0|0.27|-1.9|5.47|-6.77|88.0|100.0|59.2|0.36|89.3|2.44|55.39|8.96
ZA08|TORO|2021-01-06|0.0|0.41|-1.67|4.8|-6.84|83.9|97.3|58.04|0.85|28.52|3.67|2.39|9.22
AV01|NAVA_DE_ARÉVALO|2021-06-03|0.0|5.07|16.31|26.05|7.65|68.42|100.0|33.47|1.61|271.9|7.68|304.9|26.98
AV101|MUÑOGALINDO|2021-06-03|0.0|5.91|15.44|23.87|4.91|61.53|98.4|23.48|2.71|54.91|8.22|34.92|31.15
BU02|VALLE_DE_VALDELUCIO|2021-06-03|2.45|2.32|11.02|14.84|7.87|94.7|100.0|77.5|4.58|29.11|11.66|20.44|17.41
BU03|LERMA|2021-06-03|0.0|4.35|16.01|26.07|9.43|77.9|100.0|30.77|0.8|317.1|6.72|65.68|24.55
BU04|TARDAJOS|2021-06-03|0.8|3.68|14.2|20.87|9.23|87.9|97.7|71.9|2.37|55.33|7.85|49.26|24.36
BU05|VADOCONDES|2021-06-03|0.6|3.95|17.63|24.96|9.66|74.7|95.9|45.49|0.87|300.4|4.91|235.8|21.6
BU07|SANTA_GADEA_DEL_CID|2021-06-03|3.8|1.27|14.21|16.46|11.09|91.0|98.1|81.4|1.42|40.63|5.95|38.64|5.08
BU101|VALLE_DE_LOSA|2021-06-03|4.06|1.32|12.29|14.01|9.8|96.2|98.0|91.8|1.14|280.1|5.18|296.1|7.18
BU102|CONDADO_DE_TREVIÑO|2021-06-03|5.0|2.14|13.75|18.91|10.54|88.9|96.8|71.64|1.35|96.1|2.79|87.78|11.25
LE01|CARRACEDELO|2021-06-03|0.0|4.0|14.63|19.72|9.24|67.55|82.5|52.06|2.13|282.0|8.31|298.3|23.01
LE02|MANSILLA_MAYOR|2021-06-03|0.0|4.6|15.08|23.34|7.55|70.5|100.0|34.6|1.96|336.5|7.43|224.3|24.19
LE03|CUBILLAS_DE_LOS_OTEROS|2021-06-03|0.0|4.78|15.79|23.46|8.58|67.42|97.2|31.07|1.82|320.0|6.54|152.5|25.35
LE04|ZOTES_DEL_PÁRAMO|2021-06-03|0.0|5.13|16.33|23.49|9.6|64.05|95.0|31.54|2.47|321.5|8.08|275.4|25.9
LE05|QUINTANA_DEL_MARCO|2021-06-03|0.0|4.87|16.1|24.44|8.16|66.42|99.2|32.58|1.82|296.8|7.3|223.7|25.64
LE06|HOSPITAL_DE_ORBIGO|2021-06-03|0.0|4.77|15.51|23.21|9.88|65.69|90.0|34.27|2.11|335.6|6.91|302.6|24.26
LE07|BUSTILLO_DEL_PÁRAMO|2021-06-03|0.0|4.69|14.97|22.9|8.52|72.0|100.0|35.66|2.22|315.9|7.03|227.6|24.81
LE08|SAHAGÚN|2021-06-03|0.0|4.7|15.8|24.18|8.91|71.1|98.0|31.61|1.76|70.7|7.0|131.9|24.19
LE09|SANTAS_MARTAS|2021-06-03|0.0|5.02|15.89|24.2|7.2|66.17|94.3|32.17|2.58|81.9|7.79|255.9|23.75
P01|TORQUEMADA|2021-06-03|0.2|4.72|15.59|25.36|8.73|74.7|96.4|28.88|1.7|26.43|7.22|39.61|23.02
P02|VILLAMURIEL_DE_CERRATO|2021-06-03|0.0|4.46|16.42|25.41|10.19|74.2|100.0|33.71|1.31|85.4|5.61|55.46|23.28
P03|FUENTES_DE_NAVA|2021-06-03|0.8|4.5|15.5|25.94|8.0|75.7|97.2|32.33|1.32|78.0|7.67|74.4|23.31
P04|VILLOLDO|2021-06-03|2.6|4.46|14.55|24.03|8.32|85.3|100.0|35.55|1.99|61.61|7.67|67.22|22.24
P06|HERRERA_DE_PISUERGA|2021-06-03|1.03|2.86|12.13|17.63|8.05|84.9|97.7|69.55|2.63|28.71|7.49|30.37|18.31
P07|VILLALUENGA_DE_LA_VEGA|2021-06-03|10.91|3.37|14.17|22.24|8.69|81.9|94.4|59.03|1.08|60.67|6.04|228.8|19.48
P08|LANTADILLA|2021-06-03|1.9|4.03|14.47|22.72|9.15|81.1|97.4|45.83|2.41|57.31|7.77|5.95|20.01
P101|VILLAELES_DE_VALDAVIA|2021-06-03|2.35|3.67|12.94|19.82|6.73|82.01|97.4|63.88|3.0|222.62|6.23|248.4|23.64
SA01|CIUDAD_RODRIGO|2021-06-03|0.0|4.13|17.42|24.25|9.52|68.13|95.5|41.83|1.06|314.9|4.75|331.6|22.68
SA03|ALDEARRUBIA|2021-06-03|0.0|5.68|16.63|25.46|8.15|68.35|100.0|23.34|1.88|285.4|7.99|312.0|30.31
SA101|ARABAYONA|2021-06-03|0.0|5.14|16.65|25.01|8.98|58.2|92.6|19.68|0.79|219.6|1.63|286.9|31.26
SA102|EJEME|2021-06-03|0.0|5.63|16.79|25.29|7.23|62.29|98.2|31.42|1.85|63.72|6.78|85.6|31.38
SG01|GOMEZSERRACÍN|2021-06-03|0.0|5.27|17.03|25.93|8.33|69.96|99.7|26.08|1.56|238.9|7.4|239.6|27.93
SG02|NAVA_DE_LA_ASUNCIÓN|2021-06-03|0.0|5.19|17.18|26.31|7.58|71.5|100.0|28.15|1.56|269.7|8.24|274.1|27.14
SO01|ALMAZÁN|2021-06-03|5.03|4.77|16.73|24.83|9.6|77.9|98.5|39.62|1.84|136.4|7.87|135.3|24.98
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-06-03|0.41|4.88|18.18|25.68|9.33|69.87|98.1|36.46|1.63|121.3|5.8|113.2|25.24
SO03|FUENTECANTOS|2021-06-03|31.0|4.31|15.87|24.2|7.83|79.6|99.3|40.58|1.86|110.9|8.32|116.1|21.76
SO101|HINOJOSA_DEL_CAMPO|2021-06-03|19.4|3.67|16.27|23.12|11.0|82.6|98.2|51.67|2.6|100.7|8.54|143.2|16.74
VA01|MAYORGA|2021-06-03|0.0|5.08|16.46|25.28|7.81|65.54|95.1|29.69|1.62|179.1|6.39|244.7|26.96
VA02|TORRECILLA_DE_LA_ORDEN|2021-06-03|0.0|5.6|17.43|26.91|8.82|58.64|95.5|21.35|1.91|264.9|8.42|281.1|26.79
VA03|OLMEDO|2021-06-03|0.0|4.29|16.83|25.06|9.36|69.94|100.0|35.99|1.38|255.7|7.61|271.6|22.0
VA05|ENCINAS_DE_ESGUEVA|2021-06-03|5.48|4.38|15.76|25.27|7.65|74.1|94.7|37.48|1.61|87.7|8.3|42.3|21.83
VA06|TORDESILLAS|2021-06-03|0.6|4.02|17.09|25.66|8.79|68.48|98.3|33.57|1.09|294.8|6.43|119.8|20.31
VA07|VALBUENA_DE_DUERO|2021-06-03|0.2|4.63|17.34|25.79|10.22|64.72|89.1|32.76|1.22|332.2|6.89|6.18|24.22
VA08|MEDINA_DE_RIOSECO|2021-06-03|0.0|5.04|16.04|25.84|7.25|70.2|100.0|31.63|1.84|235.5|7.4|68.19|25.63
VA101|FINCA_ZAMADUEÑAS|2021-06-03|0.2|5.24|17.15|26.38|9.51|63.7|91.9|24.25|1.77|157.8|10.54|166.0|25.2
VA102|MEDINA_DEL_CAMPO|2021-06-03|0.61|5.42|17.74|25.93|9.95|62.54|91.3|30.86|2.12|90.5|6.65|136.3|26.56
VA103|RUEDA|2021-06-03|1.4|3.85|17.27|23.93|11.01|67.74|97.0|34.66|0.67|268.59|2.41|11.12|21.44
VA104|VILLALÃ³N_DE_CAMPOS|2021-06-03|0.0|4.91|15.5|25.22|7.1|75.08|100.0|33.04|2.37|74.87|7.78|238.3|22.94
ZA01|COLINAS_DE_TRASMONTE|2021-06-03|0.0|4.49|16.35|24.56|7.27|65.29|100.0|31.75|0.9|264.6|5.47|27.87|26.13
ZA02|VILLARALBO|2021-06-03|0.0|5.07|16.96|23.64|10.23|67.31|94.7|38.64|2.54|255.7|8.81|223.2|26.37
ZA04|VILLALPANDO|2021-06-03|0.0|5.56|16.61|26.59|6.85|63.83|96.7|28.75|1.96|274.9|6.85|239.2|28.36
ZA05|POZUELO_DE_TÁBARA|2021-06-03|0.0|4.48|16.5|23.65|7.81|62.38|97.5|32.82|1.25|278.9|5.87|199.4|24.97
ZA06|BARCIAL_DEL_BARCO|2021-06-03|0.0|4.98|17.37|25.28|9.17|66.31|99.1|33.11|1.24|249.3|5.68|348.4|28.04
ZA08|TORO|2021-06-03|0.0|4.99|17.69|25.38|11.04|66.07|94.8|36.71|1.74|254.7|5.94|249.5|26.0
AV01|NAVA_DE_ARÉVALO|2021-01-05|0.0|0.47|-2.9|3.89|-7.59|87.6|100.0|53.7|1.01|183.1|3.32|4.79|9.51
AV101|MUÑOGALINDO|2021-01-05|0.0|0.73|-3.0|4.29|-7.4|80.3|94.8|41.33|1.73|104.2|4.7|255.7|12.65
BU02|VALLE_DE_VALDELUCIO|2021-01-05|0.0|0.37|-2.73|3.87|-7.23|86.7|98.7|52.54|0.77|4.52|3.65|297.1|7.59
BU03|LERMA|2021-01-05|0.0|0.28|-3.09|3.68|-7.43|91.2|99.1|60.31|0.42|162.5|3.15|162.9|7.71
BU04|TARDAJOS|2021-01-05|0.0|0.4|-2.62|3.01|-5.55|91.9|96.9|69.81|1.16|181.8|3.82|202.6|5.76
BU05|VADOCONDES|2021-01-05|0.0|0.33|-2.46|3.33|-6.39|93.8|100.0|67.39|0.66|188.2|3.08|324.7|7.44
BU07|SANTA_GADEA_DEL_CID|2021-01-05|0.8|0.43|0.95|3.62|-0.77|86.0|96.9|71.2|1.07|278.4|4.61|289.0|4.33
BU101|VALLE_DE_LOSA|2021-01-05|3.05|0.18|-0.24|2.63|-2.65|92.6|95.8|83.5|0.49|260.4|3.6|215.8|8.47
BU102|CONDADO_DE_TREVIÑO|2021-01-05|1.8|0.25|0.12|3.19|-2.64|90.1|97.8|75.04|0.0|0.13|0.88|0.24|4.68
LE01|CARRACEDELO|2021-01-05|0.0|0.28|-1.69|6.23|-6.46|86.8|95.3|55.37|0.32|86.0|2.19|240.5|6.74
LE02|MANSILLA_MAYOR|2021-01-05|0.0|0.38|-1.52|6.35|-7.79|84.2|100.0|47.4|0.62|344.3|4.16|259.8|8.02
LE03|CUBILLAS_DE_LOS_OTEROS|2021-01-05|0.0|0.43|-0.88|6.04|-7.13|77.4|95.3|46.11|0.74|242.1|4.46|268.7|7.99
LE04|ZOTES_DEL_PÁRAMO|2021-01-05|0.0|0.45|-1.43|5.88|-7.89|80.7|95.8|49.14|0.87|297.3|3.65|322.4|8.58
LE05|QUINTANA_DEL_MARCO|2021-01-05|0.0|0.34|-1.21|6.69|-7.62|79.71|96.3|45.95|0.42|342.6|2.08|343.4|7.61
LE06|HOSPITAL_DE_ORBIGO|2021-01-05|0.0|0.59|-0.16|5.97|-4.4|78.6|94.5|50.82|1.35|318.8|4.27|340.1|7.92
LE07|BUSTILLO_DEL_PÁRAMO|2021-01-05|0.0|0.69|-0.84|5.23|-5.76|83.3|96.3|51.24|1.83|306.7|5.58|310.0|7.33
LE08|SAHAGÚN|2021-01-05|0.0|0.41|-0.73|5.41|-6.31|72.5|93.4|45.34|0.74|291.1|3.55|287.4|8.48
LE09|SANTAS_MARTAS|2021-01-05|0.0|0.52|-1.28|5.18|-6.76|82.3|98.9|47.93|1.16|275.4|4.29|251.4|8.31
P01|TORQUEMADA|2021-01-05|0.2|0.39|-3.05|3.73|-7.79|86.7|96.0|63.82|0.99|240.4|4.03|229.2|7.78
P02|VILLAMURIEL_DE_CERRATO|2021-01-05|0.0|0.47|-2.03|4.93|-6.17|85.1|96.9|57.33|1.09|187.7|4.04|217.7|8.27
P03|FUENTES_DE_NAVA|2021-01-05|0.0|0.32|-2.67|5.09|-8.85|85.3|96.0|59.22|0.54|211.3|2.87|219.4|8.23
P04|VILLOLDO|2021-01-05|0.0|0.36|-2.63|3.74|-8.43|90.7|100.0|65.71|1.03|163.7|3.84|233.8|8.2
P06|HERRERA_DE_PISUERGA|2021-01-05|0.21|0.31|-3.79|1.99|-7.78|92.5|100.0|66.72|0.66|59.9|3.37|202.0|6.17
P07|VILLALUENGA_DE_LA_VEGA|2021-01-05|0.0|0.34|-0.89|5.94|-5.95|83.9|97.1|55.4|0.65|359.0|3.72|198.0|8.53
P08|LANTADILLA|2021-01-05|0.0|0.38|-2.09|3.49|-7.13|87.0|96.7|62.47|0.96|230.9|3.85|226.6|7.79
P101|VILLAELES_DE_VALDAVIA|2021-01-05|0.0|0.39|-2.92|3.03|-8.1|85.9|93.2|69.59|1.6|228.3|4.95|352.1|9.46
SA01|CIUDAD_RODRIGO|2021-01-05|0.2|0.34|-2.24|7.99|-7.87|84.61|100.0|40.67|0.29|230.8|2.39|180.9|9.44
SA03|ALDEARRUBIA|2021-01-05|0.0|0.34|-3.97|4.04|-9.19|88.2|100.0|51.29|0.49|72.0|3.14|62.25|9.48
SA101|ARABAYONA|2021-01-05|0.0|0.33|-2.41|3.02|-6.8|78.9|94.5|51.26|0.57|147.9|1.14|30.91|10.78
SA102|EJEME|2021-01-05|0.0|0.46|-3.6|5.15|-9.45|83.5|97.5|47.28|0.76|261.3|4.09|209.2|10.51
SG01|GOMEZSERRACÍN|2021-01-05|1.0|0.37|-4.09|4.81|-11.36|88.3|100.0|48.65|0.56|146.0|2.66|333.1|9.43
SG02|NAVA_DE_LA_ASUNCIÓN|2021-01-05|0.1|0.27|-4.2|3.42|-9.88|97.5|100.0|82.8|0.75|144.6|2.89|274.1|9.34
SO01|ALMAZÁN|2021-01-05|0.0|0.48|-2.9|1.41|-6.38|92.3|100.0|68.84|2.05|283.4|5.97|299.4|5.75
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-01-05|0.41|0.48|-3.12|3.29|-7.67|80.6|88.9|57.27|1.05|284.3|4.49|286.6|7.54
SO03|FUENTECANTOS|2021-01-05|0.2|0.45|-3.54|2.01|-8.62|84.2|94.8|67.37|1.51|228.0|5.02|255.7|6.86
SO101|HINOJOSA_DEL_CAMPO|2021-01-05|0.0|0.32|-3.28|0.72|-6.81|92.1|99.7|81.4|1.56|340.7|5.77|248.8|6.19
VA01|MAYORGA|2021-01-05|0.0|0.5|-0.79|5.88|-7.45|76.2|93.7|45.61|1.03|235.0|4.2|256.9|9.73
VA02|TORRECILLA_DE_LA_ORDEN|2021-01-05|0.2|0.42|-2.06|3.45|-6.34|82.0|96.1|55.26|0.82|194.0|3.09|121.1|8.26
VA03|OLMEDO|2021-01-05|0.6|0.45|-2.71|5.28|-8.69|84.0|99.6|50.08|0.8|138.7|3.65|135.2|9.05
VA05|ENCINAS_DE_ESGUEVA|2021-01-05|0.2|0.4|-2.96|3.76|-7.35|87.0|94.3|60.86|0.8|223.3|3.29|209.3|7.13
VA06|TORDESILLAS|2021-01-05|0.2|0.32|-2.53|4.71|-7.9|84.7|97.5|50.73|0.41|263.4|3.27|246.0|8.39
VA07|VALBUENA_DE_DUERO|2021-01-05|0.0|0.36|-2.05|4.34|-5.79|82.5|91.9|56.62|0.65|41.57|3.5|305.4|9.08
VA08|MEDINA_DE_RIOSECO|2021-01-05|0.0|0.41|-2.78|4.99|-7.99|83.6|97.4|47.43|0.69|226.2|3.98|255.9|8.47
VA102|MEDINA_DEL_CAMPO|2021-01-05|0.0|0.55|-2.06|5.9|-7.56|81.9|94.0|47.4|1.06|330.4|3.07|219.5|10.01
VA103|RUEDA|2021-01-05|0.0|0.37|-1.46|4.5|-5.99|82.8|100.0|54.47|0.71|182.2|2.58|187.8|9.72
VA104|VILLALÃ³N_DE_CAMPOS|2021-01-05|0.1|0.39|-2.33|4.53|-7.87|89.3|99.8|61.36|0.91|232.5|4.1|260.9|7.78
ZA01|COLINAS_DE_TRASMONTE|2021-01-05|0.0|0.31|-2.23|6.79|-8.58|80.3|100.0|40.22|0.39|192.5|2.27|134.6|8.81
ZA02|VILLARALBO|2021-01-05|0.2|0.4|-1.5|5.94|-6.86|84.3|99.8|47.74|0.65|155.7|2.26|144.2|9.36
ZA04|VILLALPANDO|2021-01-05|0.0|0.44|-2.92|5.09|-8.45|84.7|97.1|51.71|0.82|237.9|5.15|249.1|8.35
ZA05|POZUELO_DE_TÁBARA|2021-01-05|0.0|0.41|-2.6|6.2|-8.45|80.4|95.0|42.94|0.59|217.4|4.16|288.6|8.63
ZA06|BARCIAL_DEL_BARCO|2021-01-05|0.0|0.34|-1.6|6.79|-7.29|81.9|99.6|48.31|0.49|153.3|2.77|190.1|8.89
ZA08|TORO|2021-01-05|1.01|0.37|-1.88|5.53|-6.97|85.5|97.4|52.98|0.6|15.76|2.91|135.4|9.27
AV01|NAVA_DE_ARÉVALO|2021-06-15|7.74|5.65|20.57|30.92|10.98|64.3|100.0|27.54|2.24|46.12|7.71|101.4|21.45
AV101|MUÑOGALINDO|2021-06-15|7.7|5.66|19.17|28.28|10.11|66.72|96.8|31.26|2.53|339.7|11.41|310.3|24.12
AV102|LOSAR_DEL_BARCO|2021-06-15|3.11|5.53|23.16|30.02|16.05|55.61|74.81|32.96|1.71|138.47|3.83|160.1|23.46
BU02|VALLE_DE_VALDELUCIO|2021-06-15|18.77|5.51|19.78|27.93|14.12|66.06|100.0|35.56|1.73|38.21|8.16|210.8|27.27
BU03|LERMA|2021-06-15|3.86|4.81|20.23|31.67|10.23|66.27|100.0|22.16|0.79|129.7|5.0|235.6|23.62
BU04|TARDAJOS|2021-06-15|12.06|5.4|19.98|28.94|12.93|68.18|91.7|37.9|1.95|50.06|4.25|311.1|24.56
BU05|VADOCONDES|2021-06-15|0.4|4.82|21.07|30.7|10.94|65.23|96.4|30.81|1.54|78.5|6.11|94.7|19.65
BU07|SANTA_GADEA_DEL_CID|2021-06-15|2.2|5.33|21.21|30.37|11.3|69.58|98.9|41.35|1.22|9.74|8.16|228.6|26.98
BU101|VALLE_DE_LOSA|2021-06-15|1.62|4.89|20.1|27.54|9.8|79.1|98.0|56.25|0.79|306.4|5.33|141.5|27.55
BU102|CONDADO_DE_TREVIÑO|2021-06-15|1.6|5.41|20.4|30.31|11.32|71.26|96.9|41.86|1.02|0.0|8.97|0.0|28.66
LE01|CARRACEDELO|2021-06-15|1.01|5.73|22.74|32.81|12.69|64.45|97.2|25.05|1.03|7.18|6.01|202.5|27.87
LE02|MANSILLA_MAYOR|2021-06-15|8.39|6.02|21.01|30.9|12.8|65.48|99.2|23.01|1.58|43.18|8.99|165.3|27.89
LE03|CUBILLAS_DE_LOS_OTEROS|2021-06-15|17.0|5.64|20.34|30.94|12.75|68.56|95.6|23.22|1.39|57.23|11.6|141.9|25.93
LE04|ZOTES_DEL_PÁRAMO|2021-06-15|0.5|6.74|21.43|31.28|13.23|59.54|93.2|21.96|2.07|50.62|10.24|161.9|29.69
LE05|QUINTANA_DEL_MARCO|2021-06-15|0.2|6.1|21.66|31.98|12.0|60.17|93.4|24.81|1.49|31.45|8.78|172.3|28.17
LE06|HOSPITAL_DE_ORBIGO|2021-06-15|0.4|6.05|21.24|31.22|12.51|60.23|91.4|21.78|1.27|49.95|7.48|117.4|29.6
LE07|BUSTILLO_DEL_PÁRAMO|2021-06-15|1.0|6.41|21.05|30.92|12.11|63.88|99.9|23.9|1.95|45.66|9.52|128.0|28.98
LE08|SAHAGÚN|2021-06-15|7.8|6.75|22.03|32.37|15.28|54.11|94.6|22.07|2.26|75.4|10.29|176.2|26.8
LE09|SANTAS_MARTAS|2021-06-15|7.88|6.88|21.24|31.01|14.2|59.51|92.5|22.6|2.81|71.3|11.38|192.5|26.39
P01|TORQUEMADA|2021-06-15|7.92|5.63|19.89|31.88|12.12|67.66|93.5|26.67|1.71|43.41|7.39|338.9|22.97
P02|VILLAMURIEL_DE_CERRATO|2021-06-15|6.18|5.35|20.33|31.53|12.06|68.37|94.3|28.7|1.38|52.73|6.56|43.05|23.75
P03|FUENTES_DE_NAVA|2021-06-15|10.0|5.59|20.53|31.16|12.88|67.37|96.5|29.83|1.58|57.58|8.32|281.8|24.96
P04|VILLOLDO|2021-06-15|14.2|5.86|20.01|29.82|12.76|72.5|100.0|34.07|2.32|62.06|10.21|310.4|25.66
P06|HERRERA_DE_PISUERGA|2021-06-15|8.61|6.22|20.35|29.4|13.52|62.43|92.7|27.11|2.27|32.27|11.94|270.5|27.29
P07|VILLALUENGA_DE_LA_VEGA|2021-06-15|10.91|5.52|21.43|30.13|13.97|58.23|95.0|28.2|1.1|76.5|8.36|23.98|27.56
P08|LANTADILLA|2021-06-15|6.6|6.03|20.57|30.09|13.66|64.47|93.7|29.99|2.13|64.41|9.55|183.3|26.27
P101|VILLAELES_DE_VALDAVIA|2021-06-15|7.25|6.68|20.52|29.5|13.46|59.99|93.2|29.8|2.79|224.5|9.0|283.6|29.34
SA01|CIUDAD_RODRIGO|2021-06-15|2.03|5.44|22.57|32.73|14.53|64.64|100.0|28.68|1.15|37.14|8.46|29.78|24.93
SA03|ALDEARRUBIA|2021-06-15|13.33|5.41|19.9|30.8|11.83|68.57|100.0|31.78|1.86|42.05|10.99|107.4|22.65
SA101|ARABAYONA|2021-06-15|12.29|4.3|18.08|27.73|11.9|69.77|90.2|35.67|0.78|348.3|2.66|115.7|22.52
SA102|EJEME|2021-06-15|22.66|5.15|18.98|31.45|10.18|71.83|96.6|31.31|1.5|183.8|12.52|284.8|22.08
SG01|GOMEZSERRACÍN|2021-06-15|2.99|4.82|20.0|30.83|10.07|71.1|100.0|30.91|1.41|28.24|10.53|213.2|20.52
SG02|NAVA_DE_LA_ASUNCIÓN|2021-06-15|8.51|4.69|20.05|30.96|10.7|73.8|100.0|32.68|1.4|25.49|12.99|202.0|19.73
SO01|ALMAZÁN|2021-06-15|1.21|4.8|19.0|27.94|10.73|74.0|97.5|37.19|1.45|108.9|4.96|129.7|23.22
SO02|SAN_ESTEBAN_DE_GORMAZ|2021-06-15|13.73|4.48|19.4|29.48|10.92|75.35|100.0|32.29|1.45|117.0|8.7|305.1|18.79
SO03|FUENTECANTOS|2021-06-15|0.0|4.26|18.49|27.25|10.18|72.88|97.9|38.77|0.96|31.76|2.91|335.5|21.76
SO101|HINOJOSA_DEL_CAMPO|2021-06-15|0.0|4.46|20.33|27.81|12.82|63.8|92.1|33.74|1.52|88.8|6.33|150.4|19.17
VA01|MAYORGA|2021-06-15|10.85|6.39|21.2|32.83|12.91|63.27|94.6|21.44|1.87|78.4|6.19|69.92|26.09
VA02|TORRECILLA_DE_LA_ORDEN|2021-06-15|7.24|5.54|19.72|31.35|11.94|68.02|93.1|26.66|1.83|21.64|8.93|173.7|21.88
VA03|OLMEDO|2021-06-15|7.96|5.53|20.35|30.64|11.82|68.47|100.0|28.59|2.08|22.74|9.55|239.4|21.91
VA05|ENCINAS_DE_ESGUEVA|2021-06-15|15.83|4.92|19.01|31.2|10.46|70.1|92.3|28.99|1.57|67.58|9.21|210.4|19.09
VA06|TORDESILLAS|2021-06-15|0.8|5.4|21.22|32.13|11.66|64.75|99.7|25.47|1.5|75.3|10.87|243.9|22.63
VA07|VALBUENA_DE_DUERO|2021-06-15|5.32|5.83|21.15|31.57|12.85|60.2|85.8|25.05|1.81|81.4|8.51|240.2|23.54
VA08|MEDINA_DE_RIOSECO|2021-06-15|4.51|5.72|20.39|32.2|12.49|70.2|97.8|26.75|1.85|49.51|8.75|207.1|22.56
VA101|FINCA_ZAMADUEÑAS|2021-06-15|5.6|6.11|20.92|32.32|13.05|62.51|92.5|22.63|1.92|325.1|7.68|162.9|23.97
VA102|MEDINA_DEL_CAMPO|2021-06-15|1.41|6.26|21.05|31.43|12.27|60.63|93.0|27.59|2.64|245.4|9.39|163.9|22.89
VA103|RUEDA|2021-06-15|3.9|5.04|21.13|31.94|13.93|63.82|96.3|24.52|1.01|38.16|8.28|251.7|23.12
VA104|VILLALÃ³N_DE_CAMPOS|2021-06-15|6.1|6.58|20.84|30.93|13.69|67.07|96.5|29.9|2.87|44.86|8.75|162.7|26.06
ZA01|COLINAS_DE_TRASMONTE|2021-06-15|1.62|5.22|21.6|33.37|12.75|64.45|97.3|23.3|0.75|74.3|7.29|182.8|25.82
ZA02|VILLARALBO|2021-06-15|29.9|5.76|20.31|32.77|12.23|70.0|96.0|23.86|1.41|25.88|9.82|110.5|25.16
